CARD NAME,RELEASE DATE,SET,RARITY,Shandalar ID,Gatherer ID,TYPE,COST,POWER,TOUGHNESS,TEXT,CTYPE,COLOR_IDENTITY
Veteran Armorer,10/1/2005,Ravnica: City of Guilds,Common,.1494,87950,Creature - Human Soldier,{1}{W},2,2,Other creatures you control get +0/+1.,mono,{W}
Viashino Fangtail,10/1/2005,Ravnica: City of Guilds,Common,.7999,87974,Creature - Viashino Warrior,{2}{R}{R},3,3,{T}: Viashino Fangtail deals 1 damage to target creature or player.,mono,{R}
Viashino Slasher,10/1/2005,Ravnica: City of Guilds,Common,.8000,83605,Creature - Viashino Warrior,{1}{R},1,2,{R}: Viashino Slasher gets +1/-1 until end of turn.,mono,{R}
Votary of the Conclave,10/1/2005,Ravnica: City of Guilds,Common,.8005,87948,Creature - Human Soldier,{W},1,1,{2}{G}: Regenerate Votary of the Conclave.,mono,{W}{G}
War-Torch Goblin,10/1/2005,Ravnica: City of Guilds,Common,.8008,87971,Creature - Goblin Warrior,{R},1,1,"{R}, Sacrifice War-Torch Goblin: War-Torch Goblin deals 2 damage to target blocking creature.",mono,{R}
Wojek Siren,10/1/2005,Ravnica: City of Guilds,Common,.8014,87896,Instant,{W},,,Radiance- Target creature and each other creature that shares a color with it get +1/+1 until end of turn.,mono,{W}
Woodwraith Strangler,10/1/2005,Ravnica: City of Guilds,Common,.8016,83908,Creature - Plant Zombie,{2}{B}{G},2,2,Exile a creature card from your graveyard: Regenerate Woodwraith Strangler.,multi,{B}{G}
Auratouched Mage,10/1/2005,Ravnica: City of Guilds,Uncommon,.7766,87952,Creature - Human Wizard,{5}{W},3,3,"When Auratouched Mage enters the battlefield, search your library for an Aura card that could enchant it. If Auratouched Mage is still on the battlefield, put that Aura card onto the battlefield attached to it. Otherwise, reveal the Aura card and put it into your hand. Then shuffle your library.",mono,{W}
Bathe in Light,10/1/2005,Ravnica: City of Guilds,Uncommon,.7769,87910,Instant,{1}{W},,,Radiance- Choose a color. Target creature and each other creature that shares a color with it gain protection from the chosen color until end of turn.,mono,{W}
Belltower Sphinx,10/1/2005,Ravnica: City of Guilds,Uncommon,.7770,88981,Creature - Sphinx,{4}{U},2,5,"Flying<br>Whenever a source deals damage to Belltower Sphinx, that source's controller puts that many cards from the top of his or her library into his or her graveyard.",mono,{U}
Blockbuster,10/1/2005,Ravnica: City of Guilds,Uncommon,.7773,87977,Enchantment,{3}{R}{R},,,"{1}{R}, Sacrifice Blockbuster: Blockbuster deals 3 damage to each tapped creature and each player.",mono,{R}
Boros Guildmage,10/1/2005,Ravnica: City of Guilds,Uncommon,.7779,87918,Creature - Human Wizard,{R/W}{R/W},2,2,{1}{R}: Target creature gains haste until end of turn.<br>{1}{W}: Target creature gains first strike until end of turn.,hybrid,{W}{R}
Boros Swiftblade,10/1/2005,Ravnica: City of Guilds,Uncommon,.7781,83588,Creature - Human Soldier,{R}{W},1,2,Double strike,multi,{W}{R}
Carrion Howler,10/1/2005,Ravnica: City of Guilds,Uncommon,.7788,88974,Creature - Zombie Wolf,{3}{B},2,2,Pay 1 life: Carrion Howler gets +2/-1 until end of turn.,mono,{B}
Carven Caryatid,10/1/2005,Ravnica: City of Guilds,Uncommon,.1251,89048,Creature - Spirit,{1}{G}{G},2,5,"Defender <i>(This creature can't attack.)</i><br>When Carven Caryatid enters the battlefield, draw a card.",mono,{G}
Cleansing Beam,10/1/2005,Ravnica: City of Guilds,Uncommon,.7795,83567,Instant,{4}{R},,,Radiance- Cleansing Beam deals 2 damage to target creature and each other creature that shares a color with it.,mono,{R}
Congregation at Dawn,10/1/2005,Ravnica: City of Guilds,Uncommon,.7804,87995,Instant,{G}{G}{W},,,"Search your library for up to three creature cards and reveal them. Shuffle your library, then put those cards on top of it in any order.",multi,{W}{G}
Cyclopean Snare,10/1/2005,Ravnica: City of Guilds,Uncommon,.7810,89035,Artifact,{2},,,"{3}, {T}: Tap target creature, then return Cyclopean Snare to its owner's hand.",colorless,
Dimir Guildmage,10/1/2005,Ravnica: City of Guilds,Uncommon,.7816,87990,Creature - Human Wizard,{U/B}{U/B},2,2,<i>({U/B} can be paid with either {U} or {B}.)</i><br>{3}{U}: Target player draws a card. Activate this ability only any time you could cast a sorcery.<br>{3}{B}: Target player discards a card. Activate this ability only any time you could cast a sorcery.,hybrid,{U}{B}
Divebomber Griffin,10/1/2005,Ravnica: City of Guilds,Uncommon,.7821,88975,Creature - Griffin,{3}{W}{W},3,2,"Flying<br>{T}, Sacrifice Divebomber Griffin: Divebomber Griffin deals 3 damage to target attacking or blocking creature.",mono,{W}
Dowsing Shaman,10/1/2005,Ravnica: City of Guilds,Uncommon,.7825,88968,Creature - Centaur Shaman,{4}{G},3,4,"{2}{G}, {T}: Return target enchantment card from your graveyard to your hand.",mono,{G}
Flame-Kin Zealot,10/1/2005,Ravnica: City of Guilds,Uncommon,.7844,83562,Creature - Elemental Berserker,{1}{R}{R}{W},2,2,"When Flame-Kin Zealot enters the battlefield, creatures you control get +1/+1 and gain haste until end of turn.",multi,{W}{R}
Flow of Ideas,10/1/2005,Ravnica: City of Guilds,Uncommon,.7848,87978,Sorcery,{5}{U},,,Draw a card for each Island you control.,mono,{U}
Glass Golem,10/1/2005,Ravnica: City of Guilds,Uncommon,.7857,83719,Artifact Creature - Golem,{5},6,2,,colorless,
Golgari Germination,10/1/2005,Ravnica: City of Guilds,Uncommon,.7861,89069,Enchantment,{1}{B}{G},,,"Whenever a nontoken creature you control dies, put a 1/1 green Saproling creature token onto the battlefield.",multi,{B}{G}
Golgari Guildmage,10/1/2005,Ravnica: City of Guilds,Uncommon,.7863,83838,Creature - Elf Shaman,{B/G}{B/G},2,2,"{4}{B}, Sacrifice a creature: Return target creature card from your graveyard to your hand.<br>{4}{G}: Put a +1/+1 counter on target creature.",hybrid,{B}{G}
Goliath Spider,10/1/2005,Ravnica: City of Guilds,Uncommon,.7866,88959,Creature - Spider,{6}{G}{G},7,6,Reach <i>(This creature can block creatures with flying.)</i>,mono,{G}
Greater Forgeling,10/1/2005,Ravnica: City of Guilds,Uncommon,.7869,87934,Creature - Elemental,{3}{R}{R},3,4,{1}{R}: Greater Forgeling gets +3/-3 until end of turn.,mono,{R}
Indentured Oaf,10/1/2005,Ravnica: City of Guilds,Uncommon,.7885,87897,Creature - Ogre Warrior,{3}{R},4,3,Prevent all damage that Indentured Oaf would deal to red creatures.,mono,{R}
Ivy Dancer,10/1/2005,Ravnica: City of Guilds,Uncommon,.7889,87916,Creature - Dryad Shaman,{2}{G},1,2,{T}: Target creature gains forestwalk until end of turn.,mono,{G}
Junktroller,10/1/2005,Ravnica: City of Guilds,Uncommon,.7890,88977,Artifact Creature - Golem,{4},0,6,Defender <i>(This creature can't attack.)</i><br>{T}: Put target card from a graveyard on the bottom of its owner's library.,colorless,
Keening Banshee,10/1/2005,Ravnica: City of Guilds,Uncommon,.7891,83599,Creature - Spirit,{2}{B}{B},2,2,"Flying<br>When Keening Banshee enters the battlefield, target creature gets -2/-2 until end of turn.",mono,{B}
Leashling,10/1/2005,Ravnica: City of Guilds,Uncommon,.7892,89008,Artifact Creature - Hound,{6},3,3,Put a card from your hand on top of your library: Return Leashling to its owner's hand.,colorless,
Lightning Helix,10/1/2005,Ravnica: City of Guilds,Uncommon,.1328,87908,Instant,{R}{W},,,Lightning Helix deals 3 damage to target creature or player and you gain 3 life.,multi,{W}{R}
Lore Broker,10/1/2005,Ravnica: City of Guilds,Uncommon,.7896,87941,Creature - Human Rogue,{1}{U},1,2,"{T}: Each player draws a card, then discards a card.",mono,{U}
Mnemonic Nexus,10/1/2005,Ravnica: City of Guilds,Uncommon,.7903,88963,Instant,{3}{U},,,Each player shuffles his or her graveyard into his or her library.,mono,{U}
Moroii,10/1/2005,Ravnica: City of Guilds,Uncommon,.1311,83631,Creature - Vampire,{2}{U}{B},4,4,"Flying<br>At the beginning of your upkeep, you lose 1 life.",multi,{U}{B}
Nullmage Shepherd,10/1/2005,Ravnica: City of Guilds,Uncommon,.7914,83913,Creature - Elf Shaman,{3}{G},2,4,Tap four untapped creatures you control: Destroy target artifact or enchantment.,mono,{G}
Oathsworn Giant,10/1/2005,Ravnica: City of Guilds,Uncommon,.7916,89012,Creature - Giant Soldier,{4}{W}{W},3,4,Vigilance<br>Other creatures you control get +0/+2 and have vigilance.,mono,{W}
Peregrine Mask,10/1/2005,Ravnica: City of Guilds,Uncommon,.7921,89090,Artifact - Equipment,{1},,,"Equipped creature has defender, flying, and first strike.<br>Equip {2}",colorless,
Perilous Forays,10/1/2005,Ravnica: City of Guilds,Uncommon,.7922,83744,Enchantment,{3}{G}{G},,,"{1}, Sacrifice a creature: Search your library for a land card with a basic land type and put it onto the battlefield tapped. Then shuffle your library.",mono,{G}
Pollenbright Wings,10/1/2005,Ravnica: City of Guilds,Uncommon,.7926,89011,Enchantment - Aura,{4}{G}{W},,,"Enchant creature<br>Enchanted creature has flying.<br>Whenever enchanted creature deals combat damage to a player, put that many 1/1 green Saproling creature tokens onto the battlefield.",multi,{W}{G}
Psychic Drain,10/1/2005,Ravnica: City of Guilds,Uncommon,.7929,89114,Sorcery,{X}{U}{B},,,Target player puts the top X cards of his or her library into his or her graveyard and you gain X life.,multi,{U}{B}
Putrefy,10/1/2005,Ravnica: City of Guilds,Uncommon,.1506,89063,Instant,{1}{B}{G},,,Destroy target artifact or creature. It can't be regenerated.,multi,{B}{G}
Recollect,10/1/2005,Ravnica: City of Guilds,Uncommon,.1245,88966,Sorcery,{2}{G},,,Return target card from your graveyard to your hand.,mono,{G}
Remand,10/1/2005,Ravnica: City of Guilds,Uncommon,.1454,87919,Instant,{1}{U},,,"Counter target spell. If that spell is countered this way, put it into its owner's hand instead of into that player's graveyard.<br>Draw a card.",mono,{U}
Ribbons of Night,10/1/2005,Ravnica: City of Guilds,Uncommon,.7936,83634,Sorcery,{4}{B},,,"Ribbons of Night deals 4 damage to target creature and you gain 4 life. If {U} was spent to cast Ribbons of Night, draw a card.",mono,{U}{B}
Rolling Spoil,10/1/2005,Ravnica: City of Guilds,Uncommon,.7937,89024,Sorcery,{2}{G}{G},,,"Destroy target land. If {B} was spent to cast Rolling Spoil, all creatures get -1/-1 until end of turn.",mono,{B}{G}
Sandsower,10/1/2005,Ravnica: City of Guilds,Uncommon,.7942,88983,Creature - Spirit,{3}{W},1,3,Tap three untapped creatures you control: Tap target creature.,mono,{W}
Seed Spark,10/1/2005,Ravnica: City of Guilds,Uncommon,.7948,88984,Instant,{3}{W},,,"Destroy target artifact or enchantment. If {G} was spent to cast Seed Spark, put two 1/1 green Saproling creature tokens onto the battlefield.",mono,{W}{G}
Selesnya Guildmage,10/1/2005,Ravnica: City of Guilds,Uncommon,.7952,87988,Creature - Elf Wizard,{G/W}{G/W},2,2,{3}{G}: Put a 1/1 green Saproling creature token onto the battlefield.<br>{3}{W}: Creatures you control get +1/+1 until end of turn.,hybrid,{W}{G}
Selesnya Sagittars,10/1/2005,Ravnica: City of Guilds,Uncommon,.7953,83880,Creature - Elf Archer,{3}{G}{W},2,5,Reach <i>(This creature can block creatures with flying.)</i><br>Selesnya Sagittars can block an additional creature.,multi,{W}{G}
Sunhome Enforcer,10/1/2005,Ravnica: City of Guilds,Uncommon,.7973,89070,Creature - Giant Soldier,{2}{R}{W},2,4,"Whenever Sunhome Enforcer deals combat damage, you gain that much life.<br>{1}{R}: Sunhome Enforcer gets +1/+0 until end of turn.",multi,{W}{R}
Trophy Hunter,10/1/2005,Ravnica: City of Guilds,Uncommon,.7991,89107,Creature - Human Archer,{2}{G},2,3,"{1}{G}: Trophy Hunter deals 1 damage to target creature with flying.<br>Whenever a creature with flying dealt damage by Trophy Hunter this turn dies, put a +1/+1 counter on Trophy Hunter.",mono,{G}
Twisted Justice,10/1/2005,Ravnica: City of Guilds,Uncommon,.7994,89052,Sorcery,{4}{U}{B},,,Target player sacrifices a creature. You draw cards equal to that creature's power.,multi,{U}{B}
Undercity Shade,10/1/2005,Ravnica: City of Guilds,Uncommon,.7995,88951,Creature - Shade,{4}{B},1,1,Fear <i>(This creature can't be blocked except by artifact creatures and/or black creatures.)</i><br>{B}: Undercity Shade gets +1/+1 until end of turn.,mono,{B}
Vigor Mortis,10/1/2005,Ravnica: City of Guilds,Uncommon,.8001,88986,Sorcery,{2}{B}{B},,,"Return target creature card from your graveyard to the battlefield. If {G} was spent to cast Vigor Mortis, that creature enters the battlefield with an additional +1/+1 counter on it.",mono,{B}{G}
Vindictive Mob,10/1/2005,Ravnica: City of Guilds,Uncommon,.8002,89002,Creature - Human Berserker,{4}{B}{B},5,5,"When Vindictive Mob enters the battlefield, sacrifice a creature.<br>Vindictive Mob can't be blocked by Saprolings.",mono,{B}
Voyager Staff,10/1/2005,Ravnica: City of Guilds,Uncommon,.8006,88991,Artifact,{1},,,"{2}, Sacrifice Voyager Staff: Exile target creature. Return the exiled card to the battlefield under its owner's control at the beginning of the next end step.",colorless,
Watchwolf,10/1/2005,Ravnica: City of Guilds,Uncommon,.1297,83625,Creature - Wolf,{G}{W},3,3,,multi,{W}{G}
Wizened Snitches,10/1/2005,Ravnica: City of Guilds,Uncommon,.8010,88971,Creature - Faerie Rogue,{3}{U},1,3,Flying<br>Players play with the top card of their libraries revealed.,mono,{U}
Wojek Embermage,10/1/2005,Ravnica: City of Guilds,Uncommon,.8013,88946,Creature - Human Wizard,{3}{R},1,2,Radiance- {T}: Wojek Embermage deals 1 damage to target creature and each other creature that shares a color with it.,mono,{R}
Blazing Archon,10/1/2005,Ravnica: City of Guilds,Rare,.7772,83754,Creature - Archon,{6}{W}{W}{W},5,6,Flying<br>Creatures can't attack you.,mono,{W}
Bloodbond March,10/1/2005,Ravnica: City of Guilds,Rare,.7775,89000,Enchantment,{2}{B}{G},,,"Whenever a player casts a creature spell, each player returns all cards with the same name as that spell from his or her graveyard to the battlefield.",multi,{B}{G}
Brightflame,10/1/2005,Ravnica: City of Guilds,Rare,.7786,89068,Sorcery,{X}{R}{R}{W}{W},,,Radiance- Brightflame deals X damage to target creature and each other creature that shares a color with it. You gain life equal to the damage dealt this way.,multi,{W}{R}
Cerulean Sphinx,10/1/2005,Ravnica: City of Guilds,Rare,.7790,89095,Creature - Sphinx,{4}{U}{U},5,5,Flying<br>{U}: Cerulean Sphinx's owner shuffles it into his or her library.,mono,{U}
Char,10/1/2005,Ravnica: City of Guilds,Rare,.1253,87942,Instant,{2}{R},,,Char deals 4 damage to target creature or player and 2 damage to you.,mono,{R}
Concerted Effort,10/1/2005,Ravnica: City of Guilds,Rare,.7800,89109,Enchantment,{2}{W}{W},,,"At the beginning of each upkeep, all creatures you control gain flying until end of turn if a creature you control has flying. The same is true for fear, first strike, double strike, landwalk, protection, trample, and vigilance.",mono,{W}
Copy Enchantment,10/1/2005,Ravnica: City of Guilds,Rare,.7807,83807,Enchantment,{2}{U},,,You may have Copy Enchantment enter the battlefield as a copy of any enchantment on the battlefield.,mono,{U}
Crown of Convergence,10/1/2005,Ravnica: City of Guilds,Rare,.7809,83903,Artifact,{2},,,"Play with the top card of your library revealed.<br>As long as the top card of your library is a creature card, creatures you control that share a color with that card get +1/+1.<br>{G}{W}: Put the top card of your library on the bottom of your library.",colorless,{W}{G}
Dark Confidant,10/1/2005,Ravnica: City of Guilds,Rare,.7811,83771,Creature - Human Wizard,{1}{B},2,1,"At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose life equal to its converted mana cost.",mono,{B}
Dimir Cutpurse,10/1/2005,Ravnica: City of Guilds,Rare,.7814,87906,Creature - Spirit,{1}{U}{B},2,2,"Whenever Dimir Cutpurse deals combat damage to a player, that player discards a card and you draw a card.",multi,{U}{B}
Doubling Season,10/1/2005,Ravnica: City of Guilds,Rare,.7824,89116,Enchantment,{4}{G},,,"If an effect would put one or more tokens onto the battlefield under your control, it puts twice that many of those tokens onto the battlefield instead.<br>If an effect would place one or more counters on a permanent you control, it places twice that many of those counters on that permanent instead.",mono,{G}
Dream Leash,10/1/2005,Ravnica: City of Guilds,Rare,.7827,88945,Enchantment - Aura,{3}{U}{U},,,Enchant permanent<br>You can't choose an untapped permanent as Dream Leash's target as you cast Dream Leash.<br>You control enchanted permanent.,mono,{U}
Empty the Catacombs,10/1/2005,Ravnica: City of Guilds,Rare,.7834,89015,Sorcery,{3}{B},,,Each player returns all creature cards from his or her graveyard to his or her hand.,mono,{B}
Followed Footsteps,10/1/2005,Ravnica: City of Guilds,Rare,.7849,83699,Enchantment - Aura,{3}{U}{U},,,"Enchant creature<br>At the beginning of your upkeep, put a token that's a copy of enchanted creature onto the battlefield.",mono,{U}
Glare of Subdual,10/1/2005,Ravnica: City of Guilds,Rare,.7856,89027,Enchantment,{2}{G}{W},,,Tap an untapped creature you control: Tap target artifact or creature.,multi,{W}{G}
